Profession,Name,Tool,.,Consumes,Produces,,Prof,Focus,Success%,HQ%,AD used/try,Success cost,AD produced/try,Margin%,Net profit,Commission,Dab Hand?,Unlock,,Base commission,Artisan %,Commission,Commissioncost,Success%,HQ%,AD used,AD produced,AVGsucces%,Fail%,Normal%,HQ%,Dab%,DabHQ%,Recycle%,Recyclex100,Dabx100,DabHQx100,Normalx100,HQx100,,Con1,Con1 #,Con2,Con2 #,Con3,Con3 #,Con4,Con4 #,Con5,Con5 #,PCON1,PCON2,PCON3,PCON4,PCON5,TOTAL CON,T3prod1,#,ProdReg,ProdHQ,ProdHQfallback,Profession,Name,Tool,Unlock,Consumes,Produces,Dab Hand?
Blacksmithing,,,4x,Obsidian Shard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Obsidian Shard,,
Blacksmithing,,,2x,Lacquered Dinosaur Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered Dinosaur Leather,,
Blacksmithing,,,1x,Hardened Bronzewood,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Bronzewood,,
Blacksmithing,,,1x,Feathered Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Feathered Ornament,,
Blacksmithing,Mastered Bronzewood Huitzauhqui,#N/A,3x,Chultan Wootz Ingot,1x,Mastered Bronzewood Huitzauhqui,1400,1400,81.43%,9.36%,0,0,No AH value,,,15.0000,No,Chultan Masterwork - Blacksmithing II,,5,200,15,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Chultan Wootz Ingot,3,Soulfired Obsidian,3,Hardened Bronzewood,4,Lacquered Dinosaur Leather,2,,,0,0,0,0,-999,0,Mastered Bronzewood Huitzauhqui,1,0,0,0,Blacksmithing,Mastered Bronzewood Huitzauhqui,,Chultan Masterwork - Blacksmithing II,Chultan Wootz Ingot,Mastered Bronzewood Huitzauhqui,No
Blacksmithing,,,3x,Soulfired Obsidian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Soulfired Obsidian,,
Blacksmithing,,,4x,Hardened Bronzewood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Bronzewood,,
Blacksmithing,,,2x,Lacquered Dinosaur Leather,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered Dinosaur Leather,,
Blacksmithing,Mastered Bronzewood Macuahuitl,#N/A,3x,Soulfired Obsidian,1x,Mastered Bronzewood Macuahuitl,1400,1400,81.43%,9.36%,0,0,No AH value,,,15.0000,No,Chultan Masterwork - Blacksmithing II,,5,200,15,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Soulfired Obsidian,3,Hardened Bronzewood,4,Lacquered Dinosaur Leather,2,Chultan Wootz Ingot,3,,,0,0,0,0,-999,0,Mastered Bronzewood Macuahuitl,1,0,0,0,Blacksmithing,Mastered Bronzewood Macuahuitl,,Chultan Masterwork - Blacksmithing II,Soulfired Obsidian,Mastered Bronzewood Macuahuitl,No
Blacksmithing,,,4x,Hardened Bronzewood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Bronzewood,,
Blacksmithing,,,2x,Lacquered Dinosaur Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered Dinosaur Leather,,
Blacksmithing,,,3x,Chultan Wootz Ingot,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Chultan Wootz Ingot,,
Blacksmithing,Mastered Bronzewood Quauhololli,#N/A,3x,Soulfired Obsidian,1x,Mastered Bronzewood Quauhololli,1400,1400,81.43%,9.36%,0,0,No AH value,,,15.0000,No,Chultan Masterwork - Blacksmithing II,,5,200,15,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Soulfired Obsidian,3,Hardened Bronzewood,4,Lacquered Dinosaur Leather,2,Chultan Wootz Ingot,3,Chultan Silk,1,0,0,0,0,0,0,Mastered Bronzewood Quauhololli,1,0,0,0,Blacksmithing,Mastered Bronzewood Quauhololli,,Chultan Masterwork - Blacksmithing II,Soulfired Obsidian,Mastered Bronzewood Quauhololli,No
Blacksmithing,,,4x,Hardened Bronzewood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Bronzewood,,
Blacksmithing,,,2x,Lacquered Dinosaur Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered Dinosaur Leather,,
Blacksmithing,,,3x,Chultan Wootz Ingot,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Chultan Wootz Ingot,,
Blacksmithing,,,1x,Chultan Silk,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Chultan Silk,,
Blacksmithing,Mastered Obsidian Omihuictli,#N/A,3x,Soulfired Obsidian,1x,Mastered Obsidian Omihuictli,1400,1400,81.43%,9.36%,0,0,No AH value,,,15.0000,No,Chultan Masterwork - Blacksmithing II,,5,200,15,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Soulfired Obsidian,3,Obsidian Shard,4,Lacquered Dinosaur Leather,2,Hardened Bronzewood,1,Feathered Ornament,1,0,0,0,0,0,0,Mastered Obsidian Omihuictli,1,0,0,0,Blacksmithing,Mastered Obsidian Omihuictli,,Chultan Masterwork - Blacksmithing II,Soulfired Obsidian,Mastered Obsidian Omihuictli,No
Blacksmithing,,,4x,Obsidian Shard,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Obsidian Shard,,
Blacksmithing,,,2x,Lacquered Dinosaur Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered Dinosaur Leather,,
Blacksmithing,,,1x,Hardened Bronzewood,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Bronzewood,,
Blacksmithing,,,1x,Feathered Ornament,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Feathered Ornament,,
Blacksmithing,Frozen Dawn's Dew,#N/A,4x,Shard of Dawn's Light,4x,Frozen Dawn's Dew,1400,1400,81.43%,9.36%,"125,000","146,544",No AH value,,,4.9500,Yes,Sharandar Masterwork - Blacksmithing,,1.65,200,4.95,0,0.8142857143,0.09357142857,125000,No AH value,93.45%,18.57%,73.81%,7.62%,14.76%,1.52%,5.57%,"696,429",0,0,0,0,,Shard of Dawn's Light,4,Shattered Snowflakes,1,,,,,,,120000,5000,-999,-999,-999,125000,Frozen Dawn's Dew,4,0,0,0,Blacksmithing,Frozen Dawn's Dew,,Sharandar Masterwork - Blacksmithing,Shard of Dawn's Light,Frozen Dawn's Dew,Yes
Blacksmithing,,,1x,Shattered Snowflakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Shattered Snowflakes,,
Blacksmithing,Silver Vines,#N/A,12x,Silvertongue Moss,3x,Silver Vines,1400,1400,81.43%,9.36%,"70,800","83,003",No AH value,,,4.9500,Yes,Sharandar Masterwork - Blacksmithing,,1.65,200,4.95,0,0.8142857143,0.09357142857,70800,No AH value,93.45%,18.57%,73.81%,7.62%,14.76%,1.52%,5.57%,"394,457",0,0,0,0,,Silvertongue Moss,12,Shard of Dawn's Light,1,,,,,,,40800,30000,-999,-999,-999,70800,Silver Vines,4,0,0,0,Blacksmithing,Silver Vines,,Sharandar Masterwork - Blacksmithing,Silvertongue Moss,Silver Vines,Yes
Blacksmithing,,,1x,Shard of Dawn's Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Shard of Dawn's Light,,
Blacksmithing,Commissioned Blight Slicers,#N/A,4x,Feywood Lumber,1x,Commissioned Blight Slicers,1400,1400,81.43%,9.36%,"1,000","1,172",No AH value,,,6.0000,No,Sharandar Masterwork - Blacksmithing,,2,200,6,0,0.8142857143,0.09357142857,1000,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"5,571",0,0,0,0,,Laminated Adamant Blade,2,Feywood Lumber,2,Dawn's Silver Enamel,1,Soulfire Flies,1,,,#N/A,0,0,1000,-999,1000,Commissioned Blight Slicers,1,0,0,0,Blacksmithing,Commissioned Blight Slicers,,Sharandar Masterwork - Blacksmithing,Laminated Adamant Blade,Commissioned Blight Slicers,No
Blacksmithing,,,2x,Dawn's Silver Enamel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Feywood Lumber,,
Blacksmithing,,,2x,Soulfire Flies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Dawn's Silver Enamel,,
Blacksmithing,Commissioned Earth Mulchers,#N/A,6x,Silvertongue Moss,1x,Commissioned Earth Mulchers,1400,1400,81.43%,9.36%,"14,600","17,116",No AH value,,,6.0000,No,Sharandar Masterwork - Blacksmithing,,2,200,6,0,0.8142857143,0.09357142857,14600,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"81,343",0,0,0,0,,Silvertongue Moss,4,Laminated Steel Blade,2,Feywood Lumber,2,Soulfire Flies,1,,,13600,#N/A,0,1000,-999,14600,Commissioned Earth Mulchers,1,0,0,0,Blacksmithing,Commissioned Earth Mulchers,,Sharandar Masterwork - Blacksmithing,Silvertongue Moss,Commissioned Earth Mulchers,No
Blacksmithing,,,4x,Feywood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Feywood Lumber,,
Blacksmithing,,,2x,Soulfire Flies,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Soulfire Flies,,
Blacksmithing,Commissioned Shadow Cutters,#N/A,3x,Silver Vines,1x,Commissioned Shadow Cutters,1400,1400,81.43%,9.36%,"1,000","1,172",No AH value,,,6.0000,No,Sharandar Masterwork - Blacksmithing,,2,200,6,0,0.8142857143,0.09357142857,1000,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"5,571",0,0,0,0,,Silver Vines,3,Hardened Feywood,2,Ears 'n Tears,2,Soulfire Flies,1,,,0,0,0,1000,-999,1000,Commissioned Shadow Cutters,1,0,0,0,Blacksmithing,Commissioned Shadow Cutters,,Sharandar Masterwork - Blacksmithing,Silver Vines,Commissioned Shadow Cutters,No
Blacksmithing,,,2x,Hardened Feywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Feywood,,
Blacksmithing,,,2x,Ears 'N Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Ears 'n Tears,,
Blacksmithing,,,1x,Soulfire Flies,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Soulfire Flies,,
Blacksmithing,Commissioned Silvernotch Arrows,#N/A,1x,Corpse Flower Thorn,1x,Commissioned Silvernotch Arrows,1400,1400,81.43%,9.36%,"64,400","75,500",No AH value,,,6.0000,No,Sharandar Masterwork - Blacksmithing,,2,200,6,0,0.8142857143,0.09357142857,64400,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"358,800",0,0,0,0,,Corpse Flower Thorn,1,Feywood Lumber,4,Shard of Dawn's Light,2,Silvertongue Moss,1,,,1000,0,60000,3400,-999,64400,Commissioned Silvernotch Arrows,1,0,0,0,Blacksmithing,Commissioned Silvernotch Arrows,,Sharandar Masterwork - Blacksmithing,Corpse Flower Thorn,Commissioned Silvernotch Arrows,No
Blacksmithing,,,4x,Feywood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Feywood Lumber,,
Blacksmithing,,,2x,Shard of Dawn's Light,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Shard of Dawn's Light,,
Blacksmithing,,,1x,Silvertongue Moss,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Silvertongue Moss,,
Blacksmithing,Silvervine Cross-pein Hammer,#N/A,2x,Silvertongue Moss,1x,Silvervine Cross-pein Hammer,1400,1400,81.43%,9.36%,"7,800","9,144",No AH value,,,6.0000,No,Sharandar Masterwork - Blacksmithing,,2,200,6,0,0.8142857143,0.09357142857,7800,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"43,457",0,0,0,0,,Silvertongue Moss,2,Feywood Lumber,1,Lacquered 'Aged' Leather,2,Soulfire Flies,1,,,6800,0,0,1000,-999,7800,Silvervine Cross-pein Hammer,1,0,0,0,Blacksmithing,Silvervine Cross-pein Hammer,,Sharandar Masterwork - Blacksmithing,Silvertongue Moss,Silvervine Cross-pein Hammer,No
Blacksmithing,,,1x,Feywood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Feywood Lumber,,
Blacksmithing,,,2x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered 'Aged' Leather,,
Blacksmithing,,,1x,Soulfire Flies,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Soulfire Flies,,
Blacksmithing,Silvervine File,#N/A,3x,Silvertongue Moss,1x,Silvervine File,1400,1400,81.43%,9.36%,"11,200","13,130",No AH value,,,6.0000,No,Sharandar Masterwork - Blacksmithing,,2,200,6,0,0.8142857143,0.09357142857,11200,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"62,400",0,0,0,0,,Silvertongue Moss,3,Lacquered 'Aged' Leather,1,Soulfire Flies,1,,,,,10200,0,1000,-999,-999,11200,Silvervine File,1,0,0,0,Blacksmithing,Silvervine File,,Sharandar Masterwork - Blacksmithing,Silvertongue Moss,Silvervine File,No
Blacksmithing,,,1x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered 'Aged' Leather,,
Blacksmithing,,,1x,Soulfire Flies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Soulfire Flies,,
Blacksmithing,Silvervine Hatchet,#N/A,2x,Silvertongue Moss,1x,Silvervine Hatchet,1400,1400,81.43%,9.36%,"14,200","16,647",No AH value,,,6.0000,No,Sharandar Masterwork - Blacksmithing,,2,200,6,0,0.8142857143,0.09357142857,14200,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"79,114",0,0,0,0,,Silvertongue Moss,2,Feywood Lumber,1,Troll's Earwax Resin,3,Soulfire Flies,2,,,6800,0,5400,2000,-999,14200,Silvervine Hatchet,1,0,0,0,Blacksmithing,Silvervine Hatchet,,Sharandar Masterwork - Blacksmithing,Silvertongue Moss,Silvervine Hatchet,No
Blacksmithing,,,1x,Feywood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Feywood Lumber,,
Blacksmithing,,,3x,Troll's Earwax Resin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Troll's Earwax Resin,,
Blacksmithing,,,2x,Soulfire Flies,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Soulfire Flies,,
Blacksmithing,Silvervine Pickaxe,#N/A,3x,Silvertongue Moss,1x,Silvervine Pickaxe,1400,1400,81.43%,9.36%,"10,200","11,958",No AH value,,,6.0000,No,Sharandar Masterwork - Blacksmithing,,2,200,6,0,0.8142857143,0.09357142857,10200,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"56,829",0,0,0,0,,Silvertongue Moss,3,Feywood Lumber,1,Lacquered 'Aged' Leather,1,,,,,10200,0,0,-999,-999,10200,Silvervine Pickaxe,1,0,0,0,Blacksmithing,Silvervine Pickaxe,,Sharandar Masterwork - Blacksmithing,Silvertongue Moss,Silvervine Pickaxe,No
Blacksmithing,,,1x,Feywood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Feywood Lumber,,
Blacksmithing,,,1x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered 'Aged' Leather,,
Blacksmithing,Silvervine Raising Hammer,#N/A,2x,Silvertongue Moss,1x,Silvervine Raising Hammer,1400,1400,81.43%,9.36%,"7,800","9,144",No AH value,,,6.0000,No,Sharandar Masterwork - Blacksmithing,,2,200,6,0,0.8142857143,0.09357142857,7800,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"43,457",0,0,0,0,,Silvertongue Moss,2,Feywood Lumber,1,Woven Fey Leaves,2,Soulfire Flies,1,,,6800,0,0,1000,-999,7800,Silvervine Raising Hammer,1,0,0,0,Blacksmithing,Silvervine Raising Hammer,,Sharandar Masterwork - Blacksmithing,Silvertongue Moss,Silvervine Raising Hammer,No
Blacksmithing,,,1x,Feywood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Feywood Lumber,,
Blacksmithing,,,2x,Woven Fey Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Woven Fey Leaves,,
Blacksmithing,,,1x,Soulfire Flies,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Soulfire Flies,,
Blacksmithing,Silvervine Round Knife,#N/A,2x,Silvertongue Moss,1x,Silvervine Round Knife,1400,1400,81.43%,9.36%,"13,200","15,475",No AH value,,,6.0000,No,Sharandar Masterwork - Blacksmithing,,2,200,6,0,0.8142857143,0.09357142857,13200,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"73,543",0,0,0,0,,Silvertongue Moss,2,Lacquered 'Aged' Leather,2,Soulfire Flies,1,Troll's Earwax Resin,3,,,6800,0,1000,5400,-999,13200,Silvervine Round Knife,1,0,0,0,Blacksmithing,Silvervine Round Knife,,Sharandar Masterwork - Blacksmithing,Silvertongue Moss,Silvervine Round Knife,No
Blacksmithing,,,2x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered 'Aged' Leather,,
Blacksmithing,,,1x,Soulfire Flies,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Soulfire Flies,,
Blacksmithing,,,3x,Troll's Earwax Resin,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Troll's Earwax Resin,,
Blacksmithing,Silvervine Scythe,#N/A,2x,Silvertongue Moss,1x,Silvervine Scythe,1400,1400,81.43%,9.36%,"21,800","25,557",No AH value,,,6.0000,No,Sharandar Masterwork - Blacksmithing,,2,200,6,0,0.8142857143,0.09357142857,21800,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"121,457",0,0,0,0,,Silvertongue Moss,2,Feywood Lumber,1,Ears 'n Tears,2,Shattered Snowflakes,3,,,6800,0,0,15000,-999,21800,Silvervine Scythe,1,0,0,0,Blacksmithing,Silvervine Scythe,,Sharandar Masterwork - Blacksmithing,Silvertongue Moss,Silvervine Scythe,No
Blacksmithing,,,1x,Feywood Lumber,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Feywood Lumber,,
Blacksmithing,,,2x,Ears 'N Tears,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Ears 'n Tears,,
Blacksmithing,,,3x,Shattered Snowflakes,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Shattered Snowflakes,,
Blacksmithing,Feywood Broad Slab,#N/A,3x,Frozen Dawn's Dew,1x,Feywood Broad Slab,1400,1400,81.43%,9.36%,"270,000","316,536",No AH value,,,15.0000,No,Sharandar Masterwork - Blacksmithing,,5,200,15,0,0.8142857143,0.09357142857,270000,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"1,504,286",0,0,0,0,,Frozen Dawn's Dew,3,Hardened Feywood,4,Lacquered 'Aged' Leather,2,Displacer Beast's Whisker,3,Dawn's Silver Enamel,4,0,0,0,270000,0,270000,Feywood Broad Slab,1,0,0,0,Blacksmithing,Feywood Broad Slab,,Sharandar Masterwork - Blacksmithing,Frozen Dawn's Dew,Feywood Broad Slab,No
Blacksmithing,,,4x,Hardened Feywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Feywood,,
Blacksmithing,,,2x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered 'Aged' Leather,,
Blacksmithing,,,3x,Displacer Beast's Whisker,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Displacer Beast's Whisker,,
Blacksmithing,,,4x,Dawn's Silver Enamel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Dawn's Silver Enamel,,
Blacksmithing,Feywood Carved Blade,#N/A,3x,Frozen Dawn's Dew,1x,Feywood Carved Blade,1400,1400,81.43%,9.36%,"275,000","322,398",No AH value,,,15.0000,No,Sharandar Masterwork - Blacksmithing,,5,200,15,0,0.8142857143,0.09357142857,275000,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,"1,532,143",0,0,0,0,,Frozen Dawn's Dew,3,Hardened Feywood,4,Lacquered 'Aged' Leather,2,Displacer Beast's Whisker,3,Shattered Snowflakes,1,0,0,0,270000,5000,275000,Feywood Carved Blade,1,0,0,0,Blacksmithing,Feywood Carved Blade,,Sharandar Masterwork - Blacksmithing,Frozen Dawn's Dew,Feywood Carved Blade,No
Blacksmithing,,,4x,Hardened Feywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Feywood,,
Blacksmithing,,,2x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered 'Aged' Leather,,
Blacksmithing,,,3x,Displacer Beast's Whisker,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Displacer Beast's Whisker,,
Blacksmithing,,,1x,Shattered Snowflakes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Shattered Snowflakes,,
Blacksmithing,Feywood Club,#N/A,3x,Frozen Dawn's Dew,1x,Feywood Club,1400,1400,81.43%,9.36%,0,0,No AH value,,,15.0000,No,Sharandar Masterwork - Blacksmithing,,5,200,15,0,0.8142857143,0.09357142857,0,No AH value,81.43%,18.57%,73.81%,7.62%,0.00%,0.00%,5.57%,0,0,0,0,0,,Frozen Dawn's Dew,3,Hardened Feywood,4,Lacquered 'Aged' Leather,2,Ears 'n Tears,3,Woven Fey Leaves,1,0,0,0,0,0,0,Feywood Club,1,0,0,0,Blacksmithing,Feywood Club,,Sharandar Masterwork - Blacksmithing,Frozen Dawn's Dew,Feywood Club,No
Blacksmithing,,,4x,Hardened Feywood,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Hardened Feywood,,
Blacksmithing,,,2x,Lacquered 'Aged' Leather,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Lacquered 'Aged' Leather,,
Blacksmithing,,,3x,Ears 'N Tears,,,,,,,,#DIV/0!,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Ears 'n Tears,,
Blacksmithing,,,1x,Woven Fey Leaves,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Blacksmithing,,,,Woven Fey Leaves,,
